Age,Age Group,Age Group Description,Gender,Purchase Frequency,Purchase Categories,Recommendation Purchase Status,Browsing Frequency,Product Search Method,Search Result Exploration,Customer Reviews Importance,Add to Cart Browsing,Cart Completion Frequency,Cart Abandonment Factors,Saveforlater Frequency,Review Left,Review Reliability,Review Helpfulness,Personalized Recommendation Frequency ,Recommendation Helpfulness,Rating Accuracy ,Shopping Satisfaction,Service Appreciation,Improvement Areas
25,25 - 34,Young Professionals,Male,Few times a month,Others,No,Few times a week,Keyword,Multiple pages,Not important,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,Sometimes,Yes,Moderately accurate,Dissatisfied,Wide product selection,Customer service responsiveness
38,35 - 44,Established Professionals,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Few times a week,Categories,Multiple pages,Extremely important,Yes,Rarely,Found a better price elsewhere,Never,No,Heavily,Yes,Sometimes,Sometimes,Moderately accurate,Neutral,User-friendly website/app interface,Quality of product is very poor according to the big offers
26,25 - 34,Young Professionals,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Categories,Multiple pages,Extremely important,Maybe,Sometimes,Others,Sometimes,No,Occasionally,Sometimes,Very often,Yes,Moderately accurate,Neutral,Competitive prices,Product quality and accuracy
40,35 - 44,Established Professionals,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Categories,Multiple pages,Slightly important,Yes,Sometimes,High shipping costs,Often,Yes,Rarely,Sometimes,Sometimes,No,Slightly accurate,Neutral,User-friendly website/app interface,Product quality and accuracy
49,45 - 54,Midlife Adults,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;Others,Sometimes,Multiple times a day,Keyword,Multiple pages,Extremely important,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Yes,Sometimes,Yes,Moderately accurate,Satisfied,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues 
30,25 - 34,Young Professionals,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,Categories,Multiple pages,Not important,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,Sometimes,Yes,Slightly accurate,Most satisfied,Wide product selection,Product quality and accuracy
24,18 - 24,Young Adults,Female,Less than once a month,Clothing and Fashion,No,Rarely,Categories,Multiple pages,Extremely important,Maybe,Rarely,High shipping costs,Sometimes,No,Moderately,Yes,Often,Sometimes,Moderately accurate,Satisfied,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Keyword,First page,Extremely important,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Heavily,Yes,Often,Yes,Mostly accurate,Most satisfied,Wide product selection,Shipping speed and reliability
27,25 - 34,Young Professionals,Male,Once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,Slightly important,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,Sometimes,Yes,Moderately accurate,Dissatisfied,User-friendly website/app interface,Product quality and accuracy
28,25 - 34,Young Professionals,Male,Less than once a month,Others,No,Rarely,Keyword,Multiple pages,Very important,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,Rarely,Yes,Mostly accurate,Satisfied,Competitive prices,Product quality and accuracy
23,18 - 24,Young Adults,Male,Less than once a month,Others,No,Few times a week,Keyword,First page,Moderately important ,Yes,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,Often,Sometimes,Moderately accurate,Satisfied,User-friendly website/app interface,Product quality and accuracy
46,45 - 54,Midlife Adults,Female,Few times a month,Home and Kitchen,Yes,Few times a week,Categories,Multiple pages,Extremely important,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,Yes,Very often,Yes,Mostly accurate,Satisfied,Product recommendations,Product quality and accuracy
27,25 - 34,Young Professionals,Male,Less than once a month,Others,Sometimes,Rarely,Keyword,First page,Very important,Maybe,Rarely,Others,Often,No,Heavily,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
20,18 - 24,Young Adults,Female,Once a month,Home and Kitchen,No,Rarely,Categories,Multiple pages,Extremely important,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,Sometimes,Sometimes,Mostly accurate,Neutral,Competitive prices,Product quality and accuracy
23,18 - 24,Young Adults,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,Slightly important,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,Seldom,Yes,Moderately accurate,Dissatisfied,User-friendly website/app interface,Shipping speed and reliability
29,25 - 34,Young Professionals,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Multiple times a day,Keyword,Multiple pages,Extremely important,Yes,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,Often,Sometimes,Mostly accurate,Satisfied,Wide product selection,Customer service responsiveness
29,25 - 34,Young Professionals,Female,Less than once a month,Clothing and Fashion,Yes,Few times a month,Others,First page,Extremely important,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Yes,Very often,Yes,Highly accurate,Neutral,Wide product selection,Product quality and accuracy
57,>= 55,Seniors,Female,Few times a month,Home and Kitchen,No,Few times a week,Categories,Multiple pages,Extremely important,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,Seldom,Yes,Moderately accurate,Neutral,User-friendly website/app interface,Customer service responsiveness
25,25 - 34,Young Professionals,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,Extremely important,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,Seldom,Yes,Moderately accurate,Most satisfied,User-friendly website/app interface,Customer service responsiveness
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care;Others,No,Few times a month,Categories,Multiple pages,Extremely important,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Yes,Very often,Sometimes,Moderately accurate,Satisfied,Product recommendations,Product quality and accuracy
15,< 18,Minors,Male,Once a month,Clothing and Fashion;Others,No,Few times a week,Keyword,First page,Extremely important,Yes,Sometimes,Others,Rarely,No,Heavily,Sometimes,Sometimes,Sometimes,Moderately accurate,Satisfied,Wide product selection,Product quality and accuracy
39,35 - 44,Established Professionals,Male,Less than once a month,Clothing and Fashion;Others,Yes,Few times a month,Keyword,Multiple pages,Very important,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,Sometimes,Sometimes,Moderately accurate,Satisfied,Wide product selection,Product quality and accuracy
23,18 - 24,Young Adults,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Categories,Multiple pages,Slightly important,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,Sometimes,Sometimes,Slightly accurate,Neutral,User-friendly website/app interface,Reducing packaging waste
25,25 - 34,Young Professionals,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,Not important,Yes,Sometimes,High shipping costs,Rarely,Yes,Heavily,Yes,Sometimes,Yes,Moderately accurate,Neutral,Competitive prices,Shipping speed and reliability
37,35 - 44,Established Professionals,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Sometimes,Few times a week,Categories,Multiple pages,Extremely important,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,Often,Sometimes,Moderately accurate,Satisfied,Wide product selection,Reducing packaging waste
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,Sometimes,No,Mostly accurate,Satisfied,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,Sometimes,No,Moderately accurate,Neutral,User-friendly website/app interface,Reducing packaging waste
23,18 - 24,Young Adults,Female,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Filter,First page,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,Sometimes,No,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,No,Few times a month,Categories,Multiple pages,Very important,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,Sometimes,No,Moderately accurate,Satisfied,Product recommendations,Customer service responsiveness
21,18 - 24,Young Adults,Female,Once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,Multiple pages,Slightly important,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,No,Often,No,Mostly accurate,Dissatisfied,Competitive prices,Customer service responsiveness
21,18 - 24,Young Adults,Female,Once a week,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,Moderately important ,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,Seldom,Yes,Mostly accurate,Most satisfied,Product recommendations,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,Very important,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,No,Often,No,Moderately accurate,Satisfied,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,Moderately important ,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,Sometimes,No,Moderately accurate,Most satisfied,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,No,Few times a month,Filter,Multiple pages,Moderately important ,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,Sometimes,No,Moderately accurate,Satisfied,Product recommendations,Reducing packaging waste
27,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care,No,Few times a month,Categories,Multiple pages,Very important,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,Sometimes,No,Mostly accurate,Most satisfied,Wide product selection,Customer service responsiveness
23,18 - 24,Young Adults,Female,Less than once a month,Others,No,Rarely,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Satisfied,Wide product selection,Product quality and accuracy
47,45 - 54,Midlife Adults,Female,Less than once a month,Clothing and Fashion,No,Rarely,Categories,Multiple pages,Extremely important,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Heavily,Yes,Rarely,Sometimes,Moderately accurate,Satisfied,Product recommendations,Product quality and accuracy
54,45 - 54,Midlife Adults,Male,Less than once a month,Others,No,Rarely,Keyword,Multiple pages,Extremely important,Yes,Often,Found a better price elsewhere,Never,Yes,Heavily,Yes,Very often,Yes,Moderately accurate,Neutral,Wide product selection,Product quality and accuracy
38,35 - 44,Established Professionals,Female,Once a month,Others,No,Few times a week,Categories,Multiple pages,Very important,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,Yes,Sometimes,No,Highly accurate,Neutral,Competitive prices,Customer service responsiveness
45,45 - 54,Midlife Adults,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,No,Very often,No,Mostly accurate,Satisfied,Product recommendations,Reducing packaging waste
34,25 - 34,Young Professionals,Male,Once a week,Clothing and Fashion,Yes,Few times a week,Others,Multiple pages,Slightly important,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,Seldom,No,Moderately accurate,Satisfied,Product recommendations,Reducing packaging waste
44,35 - 44,Established Professionals,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Categories,Multiple pages,Very important,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,Rarely,Sometimes,Slightly accurate,Neutral,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion;Home and Kitchen;Others,Sometimes,Few times a month,Filter,Multiple pages,Very important,No,Always,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,Often,No,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
32,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,First page,Moderately important ,No,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,Seldom,No,Slightly accurate,Least satisfied,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,Yes,Multiple times a day,Keyword,Multiple pages,Moderately important ,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Occasionally,Yes,Often,No,Slightly accurate,Neutral,Product recommendations,Product quality and accuracy
23,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,First page,Very important,Maybe,Always,Found a better price elsewhere,Often,Yes,Rarely,No,Often,No,Moderately accurate,Satisfied,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,Extremely important,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,Very often,Yes,Highly accurate,Most satisfied,Wide product selection,Product quality and accuracy
19,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion,No,Few times a week,Categories,Multiple pages,Very important,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Yes,Seldom,Yes,Mostly accurate,Satisfied,User-friendly website/app interface,Customer service responsiveness
23,18 - 24,Young Adults,Female,Less than once a month,Beauty and Personal Care;Others,No,Few times a month,Keyword,Multiple pages,Not important,Yes,Sometimes,Found a better price elsewhere,Always,No,Heavily,Yes,Rarely,No,Slightly accurate,Most satisfied,Wide product selection,Shipping speed and reliability
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,Moderately important ,No,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,No,Often,Yes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
34,25 - 34,Young Professionals,Male,Once a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Filter,Multiple pages,Moderately important ,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,Sometimes,No,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
34,25 - 34,Young Professionals,Female,Once a week,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,Moderately important ,No,Sometimes,Found a better price elsewhere,Sometimes,No,Rarely,Sometimes,Sometimes,No,Mostly accurate,Dissatisfied,Product recommendations,Reducing packaging waste
34,25 - 34,Young Professionals,Female,Once a month,Home and Kitchen;Others,No,Few times a week,Keyword,Multiple pages,Slightly important,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,No,Slightly accurate,Dissatisfied,Wide product selection,Product quality and accuracy
45,45 - 54,Midlife Adults,Female,Once a week,Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,Very important,Maybe,Always,High shipping costs,Rarely,Yes,Moderately,No,Sometimes,Sometimes,Mostly accurate,Neutral,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Groceries and Gourmet Food,Yes,Few times a week,Filter,First page,Moderately important ,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,Often,No,Mostly accurate,Most satisfied,Competitive prices,Shipping speed and reliability
34,25 - 34,Young Professionals,Female,Once a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,First page,Very important,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,Sometimes,Sometimes,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
37,35 - 44,Established Professionals,Female,Once a week,Beauty and Personal Care,No,Few times a week,Categories,First page,Very important,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,No,Sometimes,No,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
34,25 - 34,Young Professionals,Female,Once a week,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,Very important,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,Often,No,Moderately accurate,Satisfied,Competitive prices,Customer service responsiveness
45,45 - 54,Midlife Adults,Female,Once a week,Others,No,Rarely,Keyword,Multiple pages,Very important,No,Sometimes,Others,Often,No,Occasionally,No,Sometimes,No,Moderately accurate,Neutral,User-friendly website/app interface,Reducing packaging waste
26,25 - 34,Young Professionals,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,Not important,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Never,Yes,Sometimes,Yes,Highly accurate,Neutral,Wide product selection,User interface 
34,25 - 34,Young Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Categories,Multiple pages,Very important,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,Often,No,Mostly accurate,Dissatisfied,Competitive prices,Customer service responsiveness
41,35 - 44,Established Professionals,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,No,Multiple times a day,Keyword,Multiple pages,Extremely important,Maybe,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,Sometimes,Yes,Moderately accurate,Dissatisfied,Wide product selection,Irrelevant product suggestions
32,25 - 34,Young Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,Slightly important,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,Sometimes,No,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,Seldom,Sometimes,Moderately accurate,Neutral,Competitive prices,Shipping speed and reliability
22,18 - 24,Young Adults,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Always,No,Occasionally,Sometimes,Seldom,Sometimes,Moderately accurate,Dissatisfied,Product recommendations,Product quality and accuracy
48,45 - 54,Midlife Adults,Female,Multiple times a week,Clothing and Fashion,Yes,Rarely,Keyword,First page,Slightly important,No,Rarely,High shipping costs,Rarely,No,Moderately,No,Very often,Sometimes,Mostly accurate,Satisfied,Wide product selection,Shipping speed and reliability
32,25 - 34,Young Professionals,Male,Few times a month,Groceries and Gourmet Food,Yes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,Sometimes,Sometimes,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,First page,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,No,Few times a week,Categories,First page,Moderately important ,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Occasionally,No,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
26,25 - 34,Young Professionals,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,Seldom,Sometimes,Moderately accurate,Neutral,Competitive prices,Reducing packaging waste
34,25 - 34,Young Professionals,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,Seldom,Sometimes,Moderately accurate,Neutral,User-friendly website/app interface,Reducing packaging waste
23,18 - 24,Young Adults,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,First page,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
22,18 - 24,Young Adults,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
47,45 - 54,Midlife Adults,Female,Once a month,Clothing and Fashion,No,Multiple times a day,Categories,Multiple pages,Very important,Yes,Often,High shipping costs,Sometimes,Yes,Moderately,Yes,Sometimes,Sometimes,Mostly accurate,Neutral,User-friendly website/app interface,Shipping speed and reliability
22,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
47,45 - 54,Midlife Adults,Male,Few times a month,Clothing and Fashion;Home and Kitchen;Others,No,Few times a week,Filter,Multiple pages,Very important,Yes,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,Sometimes,Yes,Mostly accurate,Satisfied,Competitive prices,Product quality and accuracy
22,18 - 24,Young Adults,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,No,Multiple times a day,Keyword,Multiple pages,Extremely important,Yes,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,Very often,Sometimes,Mostly accurate,Most satisfied,Competitive prices,Customer service responsiveness
21,18 - 24,Young Adults,Male,Less than once a month,Others,Sometimes,Rarely,Others,First page,Slightly important,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,No,Seldom,Sometimes,Slightly accurate,Dissatisfied,Wide product selection,Shipping speed and reliability
37,35 - 44,Established Professionals,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;Others,Sometimes,Few times a week,Keyword,Multiple pages,Extremely important,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,Often,Sometimes,Mostly accurate,Most satisfied,Wide product selection,Customer service responsiveness
33,25 - 34,Young Professionals,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,No,Few times a month,Categories,Multiple pages,Extremely important,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,Often,No,Moderately accurate,Satisfied,Wide product selection,Reducing packaging waste
25,25 - 34,Young Professionals,Male,Few times a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,Moderately important ,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,Sometimes,No,Moderately accurate,Neutral,Wide product selection,Product quality and accuracy
28,25 - 34,Young Professionals,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;Others,Yes,Multiple times a day,Keyword,Multiple pages,Extremely important,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Yes,Very often,Yes,Highly accurate,Most satisfied,Product recommendations,Customer service responsiveness
16,< 18,Minors,Male,Once a month,Clothing and Fashion;Others,No,Rarely,Keyword,First page,Slightly important,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,No,Seldom,No,Slightly accurate,Dissatisfied,User-friendly website/app interface,Customer service responsiveness
32,25 - 34,Young Professionals,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Others,Yes,Multiple times a day,Keyword,Multiple pages,Extremely important,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,Often,Sometimes,Mostly accurate,Most satisfied,Wide product selection,Customer service responsiveness
27,25 - 34,Young Professionals,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Categories,Multiple pages,Extremely important,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,No,Very often,No,Mostly accurate,Satisfied,Wide product selection,Product quality and accuracy
18,18 - 24,Young Adults,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,Very important,No,Often,High shipping costs,Often,Yes,Heavily,Sometimes,Very often,No,Mostly accurate,Satisfied,Competitive prices,Shipping speed and reliability
37,35 - 44,Established Professionals,Male,Less than once a month,Others,No,Rarely,Others,First page,Moderately important ,No,Often,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,Seldom,Yes,Slightly accurate,Dissatisfied,Wide product selection,Product quality and accuracy
28,25 - 34,Young Professionals,Male,Once a month,Clothing and Fashion,Yes,Few times a week,Categories,Multiple pages,Extremely important,No,Sometimes,Others,Sometimes,Yes,Heavily,Yes,Often,Sometimes,Moderately accurate,Neutral,Product recommendations,Product quality and accuracy
48,45 - 54,Midlife Adults,Female,Less than once a month,Beauty and Personal Care,Sometimes,Rarely,Categories,First page,Not important,Yes,Always,Found a better price elsewhere,Rarely,No,Occasionally,Yes,Sometimes,Yes,Moderately accurate,Satisfied,Competitive prices,Shipping speed and reliability
50,45 - 54,Midlife Adults,Female,Multiple times a week,Home and Kitchen,Yes,Multiple times a day,Others,Multiple pages,Moderately important ,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Yes,Often,Yes,Moderately accurate,Neutral,Wide product selection,Product quality and accuracy
24,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,Extremely important,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,Sometimes,Sometimes,Moderately accurate,Satisfied,Competitive prices,User interface of app
40,35 - 44,Established Professionals,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Others,No,Few times a week,Categories,First page,Extremely important,No,Always,Found a better price elsewhere,Sometimes,No,Never,Sometimes,Rarely,Sometimes,Moderately accurate,Dissatisfied,Product recommendations,Product quality and accuracy
25,25 - 34,Young Professionals,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,Extremely important,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,Very often,Yes,Highly accurate,Neutral,Quick delivery,Reducing packaging waste
31,25 - 34,Young Professionals,Male,Once a week,Beauty and Personal Care;Home and Kitchen;Others,No,Multiple times a day,Keyword,Multiple pages,Slightly important,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,Often,Yes,Moderately accurate,Most satisfied,Competitive prices,Product quality and accuracy
18,18 - 24,Young Adults,Female,Once a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,Very important,No,Sometimes,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,Very often,Yes,Not accurate,Neutral,User-friendly website/app interface,Shipping speed and reliability
26,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care,Yes,Few times a month,Categories,Multiple pages,Extremely important,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,Very often,Yes,Highly accurate,Most satisfied,Wide product selection,Product quality and accuracy
